,subject_code,subject_name,text,answer1,answer2,answer3,answer4,correct_1_to_4
363,ICT2,ИКТ2,Why are used document management systems for?,managing business process documentation,centralizing document database,implementing recent changes to the document,storing last versions of document,1
364,ICT2,ИКТ2,"Why did in the mid-1980s network architecture was called ""Client - Server""?","because users would log in to the local area network (LAN) from only www (the “client”) by connecting to a powerful computer called a “server,” which would then grant them rights to different resources on the network","because users would log in to the local area network (LAN) from their PC (the “client”) by connecting to each other as a “server,” which would then grant them rights to different resources on the network","because users would log in to the local area network (LAN) from their PC (the “client”) by connecting to a powerful computer called a “server,” which would then grant them rights to different resources on the network",no right answer,3
365,ICT2,ИКТ2,Why do organizations use Data Warehouse?,classifying database according data types,improving the security of company personal data,providing an centralized view of all data being collected across the enterprise,analysis of upcoming trends in marketing and finance,3
366,ICT2,ИКТ2,Why do organizations use Private cloud?,provide the organisation with greater control and information privacy,"low cost, because customers only pay for the resources they use",increased automation and user self-service,employees do not have to set up and maintain own cloud servers,1
367,ICT3,ИКТ3,Why is process of programming called “coding”?,because programming is the process of creating a set of logical instructions,due to complex process of developing software,because software development process involves several different groups of people,because not everybody can understand the syntax of an programming language,4
368,ICT3,ИКТ3,Why the reorganization of business processes has received a bad reputation in many organizations?,A companie simply used it as an excuse for laying off part of their workforce,Many organizations did not understand the main purpose of the process,This was because it was used as a excuse for cost cutting that really had nothing to do with BPR,Many organizations could not cope with this task at least 60%,3
369,ICT3,ИКТ3,Why would an organization outsource?,"in order to reduce the department, thereby minimize the cost of the project","because outsource employees could be easily replaced, but at the same time they are skilful","because it needs a specific skill for an limited amount of time, and it can cut costs",in order to attract the best professionals to work,3
370,ICT3,ИКТ3,You can use copyrighted information and not break the law...,if you leave a link to the author,by copying information,if you do not use other people's words and thoughts,by citing and mentioning the author in the document,4
371,ICT3,ИКТ3,Quantitative data is,"numeric, the result of a measurement, count, or some other mathematical calculation",is descriptive,link to the author,classifying database according data types,1
372,ICT3,ИКТ3,Qualitative data is,"numeric, the result of a measurement, count, or some other mathematical calculation",is descriptive,link to the author,classifying database according data types,2
373,ICT3,ИКТ3,Popular examples of relational databases are,"Microsoft Access, MySQL, and Oracle.",CASE,C++,SDLC,1
374,ICT3,ИКТ3,The term metadata can be understood as,massively large data sets that conventional database tools do not have the processing power to analyze them,"""Microsoft Access, MySQL, and Oracle. """,data about data,classifying database according data types,3
375,ICT3,ИКТ3,"One of the criteria of a data warehouse is -The data is time-variant, it mean …","This means that the data warehouse is using a copy of data from the active databases that the company uses in its day-to-day operations, so the data warehouse must pull data from the existing databases on a regular, scheduled basis.","This means that whenever data is loaded into the data warehouse, it receives a time stamp, which allows for comparisons between different time periods.",link to the author,classifying database according data types,2
